,LINE,PATTERN_ABSTRACT,ROOT,ROOT_CLASS,PATTERN_LEMMA,PATTERN,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,#GLOSS_OLD,FEAT,COND-T,COND-S,COMMENTS,STATUS,scratch1,scratch2
97,98,{i1ota2a3,D.l.E,c+nt.c+nt.c-nt,{i1oTa2a3,{i1oTa2a3,LEXICON,[STEM-PV],{iDoTalaE,{iDoTalaE,PV,assume;be_familiar_with;take_on;undertake,take_on;assume;undertake;be_familiar_with,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
98,99,{i1ota2a3,D.r.r,c+nt.c+nt.2,{i1oTa2~,{i1oTa2~,LEXICON,[STEM-PV],{iDoTar~,{iDoTar~,PV,compel;force;oblige,compel;force;oblige,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
99,100,{i1ota2a3,D.r.r,c+nt.c+nt.2,{i1oTa2~,{i1oTa2a3,LEXICON,[STEM-PV],{iDoTar~,{iDoTarar,PV,compel;force;oblige,compel;force;oblige,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
100,101,{i1ota2a3,D.r.b,c+nt.c+nt.c-nt,{i1oTa2a3,{i1oTa2a3,LEXICON,[STEM-PV],{iDoTarab,{iDoTarab,PV,be_agitated;be_disturbed;suffer_disorder,be_disturbed;be_agitated;suffer_disorder,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
101,102,{i1ota2a3,D.r.E,c+nt.c+nt.c-nt,{i1oTa2a3,{i1oTa2a3,LEXICON,[STEM-PV],{iDoTaraE,{iDoTaraE,PV,implore;supplicate,implore;supplicate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
102,103,{i1ota2a3,D.r.m,c+nt.c+nt.c-nt,{i1oTa2a3,{i1oTa2a3,LEXICON,[STEM-PV],{iDoTaram,{iDoTaram,PV,be_inflamed;flare_up,be_inflamed;flare_up,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
103,104,{i1o2awo2a3,E.$.b,c+nt.c+nt.c-nt,{i1o2awo2a3,{i1o2awo2a3,LEXICON,[STEM-PV],{iEo$awo$ab,{iEo$awo$ab,PV,be_covered_with_vegetation,be_covered_with_vegetation,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
104,105,{i1ota2a3,E.*.r,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEota*ar,{iEota*ar,PV,allege_a_pretext;apologize;excuse_oneself,apologize;excuse_oneself;allege_a_pretext,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
105,106,{i1ota2a3,E.$.$,c+nt.c+nt.2,{i1ota2~,{i1ota2~,LEXICON,[STEM-PV],{iEota$~,{iEota$~,PV,build_a_nest;take_root,build_a_nest;take_root,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
106,107,{i1ota2a3,E.$.$,c+nt.c+nt.2,{i1ota2~,{i1ota2a3,LEXICON,[STEM-PV],{iEota$~,{iEota$a$,PV,build_a_nest;take_root,build_a_nest;take_root,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
107,108,{i1ota2a3,E.y.$,c+nt.y.c-nt,{i1otaA3,{i1ota3,LEXICON,[STEM-PV],{iEotaA$,{iEota$,PV,make_a_living;subsist,subsist;make_a_living,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,,
108,109,{i1ota2a3,E.y.$,c+nt.y.c-nt,{i1otaA3,{i1otaA3,LEXICON,[STEM-PV],{iEotaA$,{iEotaA$,PV,make_a_living;subsist,subsist;make_a_living,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,,
109,110,{i1ota2a3,E.w.d,c+nt.w.c-nt,{i1otaA3,{i1ota3,LEXICON,[STEM-PV],{iEotaAd,{iEotad,PV,be_accustomed_to;make_a_habit_of,make_a_habit_of;be_accustomed_to,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,,
110,111,{i1ota2a3,E.w.d,c+nt.w.c-nt,{i1otaA3,{i1otaA3,LEXICON,[STEM-PV],{iEotaAd,{iEotaAd,PV,be_accustomed_to;make_a_habit_of,make_a_habit_of;be_accustomed_to,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,,
111,112,{i1ota2a3,E.w.D,c+nt.w.c-nt,{i1otaA3,{i1otaA3,LEXICON,[STEM-PV],{iEotaAD,{iEotaAD,PV,be_compensated;be_substituted,be_substituted;be_compensated,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,intrans,,,,
112,113,{i1ota2a3,E.w.D,c+nt.w.c-nt,{i1otaA3,{i1ota3,LEXICON,[STEM-PV],{iEotaAD,{iEotaD,PV,be_compensated;be_substituted,be_substituted;be_compensated,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,intrans,,,,
113,114,{i1ota2a3,E.w.q,c+nt.w.c-nt,{i1otaA3,{i1ota3,LEXICON,[STEM-PV],{iEotaAq,{iEotaq,PV,hinder;impede,hinder;impede,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,trans,,,,
114,115,{i1ota2a3,E.w.q,c+nt.w.c-nt,{i1otaA3,{i1otaA3,LEXICON,[STEM-PV],{iEotaAq,{iEotaAq,PV,hinder;impede,hinder;impede,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,trans,,,,
115,116,{i1ota2a3,E.w.S,c+nt.w.c-nt,{i1otaA3,{i1ota3,LEXICON,[STEM-PV],{iEotaAS,{iEotaS,PV,be_difficult;be_intractable,be_difficult;be_intractable,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,intrans,,,,
116,117,{i1ota2a3,E.w.S,c+nt.w.c-nt,{i1otaA3,{i1otaA3,LEXICON,[STEM-PV],{iEotaAS,{iEotaAS,PV,be_difficult;be_intractable,be_difficult;be_intractable,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,intrans,,,,
117,118,{i1ota2a3,E.b.r,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotabar,{iEotabar,PV,believe;consider;regard,consider;regard;believe,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
118,119,{i1ota2a3,E.b.T,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotabaT,{iEotabaT,PV,die_prematurely,die_prematurely,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
119,120,{i1ota2a3,E.d.d,c+nt.c+nt.2,{i1ota2~,{i1ota2~,LEXICON,[STEM-PV],{iEotad~,{iEotad~,PV,consider;deem,consider;deem,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
120,121,{i1ota2a3,E.d.d,c+nt.c+nt.2,{i1ota2~,{i1ota2a3,LEXICON,[STEM-PV],{iEotad~,{iEotadad,PV,consider;deem,consider;deem,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
121,122,{i1ota2a3,E.d.l,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotadal,{iEotadal,PV,be_balanced;be_moderate,be_balanced;be_moderate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
122,123,{i1ota2a3,E.d.w,c+nt.c+nt.w,{i1ota2aY,{i1ota2,LEXICON,[STEM-PV],{iEotadaY,{iEotad,PV,assault;attack;encroach_on;infringe_upon,attack;assault;encroach_on;infringe_upon,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
123,124,{i1ota2a3,E.f.w,c+nt.c+nt.w,{i1ota2aY,{i1ota2,LEXICON,[STEM-PV],{iEotafaY,{iEotaf,PV,request,request,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
124,125,{i1ota2a3,E.j.r,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotajar,{iEotajar,PV,be_veiled,be_veiled,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
125,126,{i1ota2a3,E.k.f,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotakaf,{iEotakaf,PV,be_busily_engaged;be_secluded,be_busily_engaged;be_secluded,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
126,127,{i1ota2a3,E.k.r,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotakar,{iEotakar,PV,become_muddy;deteriorate,deteriorate;become_muddy,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
127,128,{i1ota2a3,E.l.l,c+nt.c+nt.2,{i1ota2~,{i1ota2~,LEXICON,[STEM-PV],{iEotal~,{iEotal~,PV,allege;be_deficient;be_ill,allege;be_ill;be_deficient,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
128,129,{i1ota2a3,E.l.l,c+nt.c+nt.2,{i1ota2~,{i1ota2a3,LEXICON,[STEM-PV],{iEotal~,{iEotalal,PV,allege;be_deficient;be_ill,allege;be_ill;be_deficient,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
129,130,{i1ota2a3,E.l.j,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotalaj,{iEotalaj,PV,be_agitated;struggle,struggle;be_agitated,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
130,131,{i1ota2a3,E.l.n,c+nt.c+nt.n,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotalan,{iEotalan,PV,become_manifest,become_manifest,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n intrans,,,,
131,132,{i1ota2a3,E.l.w,c+nt.c+nt.w,{i1ota2aY,{i1ota2,LEXICON,[STEM-PV],{iEotalaY,{iEotal,PV,mount;rise,rise;mount,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
132,133,{i1ota2a3,E.m.m,c+nt.c+nt.2,{i1ota2~,{i1ota2~,LEXICON,[STEM-PV],{iEotam~,{iEotam~,PV,wear_a_turban,wear_a_turban,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
133,134,{i1ota2a3,E.m.m,c+nt.c+nt.2,{i1ota2~,{i1ota2a3,LEXICON,[STEM-PV],{iEotam~,{iEotamam,PV,wear_a_turban,wear_a_turban,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
134,135,{i1ota2a3,E.m.d,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotamad,{iEotamad,PV,adopt;depend;employ;recognize;rely_(on),depend;rely_(on);employ;adopt;recognize,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
135,136,{i1ota2a3,E.m.l,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotamal,{iEotamal,PV,function;operate,function;operate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
136,137,{i1ota2a3,E.m.r,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotamar,{iEotamar,PV,don_a_hat;perform_the_Umra_pilgrimage,don_a_hat;perform_the_Umra_pilgrimage,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
137,138,{i1ota2a3,E.n.q,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotanaq,{iEotanaq,PV,adopt;embrace,embrace;adopt,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
138,139,{i1ota2a3,E.n.y,c+nt.c+nt.y,{i1ota2aY,{i1ota2,LEXICON,[STEM-PV],{iEotanaY,{iEotan,PV,give_attention_to;show_concern_for,give_attention_to;show_concern_for,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
139,140,{i1ota2a3,E.q.d,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotaqad,{iEotaqad,PV,believe,believe,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
140,141,{i1ota2a3,E.q.l,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotaqal,{iEotaqal,PV,arrest;detain,arrest;detain,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
141,142,{i1ota2a3,E.r.$,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotara$,{iEotara$,PV,be_attached;climb,climb;be_attached,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
142,143,{i1ota2a3,E.r.D,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotaraD,{iEotaraD,PV,be_inserted_in;be_opposed_to;object_to,object_to;be_opposed_to;be_inserted_in,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
143,144,{i1ota2a3,E.r.f,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotaraf,{iEotaraf,PV,acknowledge;admit;confess;recognize,acknowledge;recognize;admit;confess,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
144,145,{i1ota2a3,E.r.k,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotarak,{iEotarak,PV,fight,fight,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
145,146,{i1ota2a3,E.r.m,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotaram,{iEotaram,PV,be_obstinate;be_vicious,be_vicious;be_obstinate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
146,147,{i1ota2a3,E.r.q,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotaraq,{iEotaraq,PV,take_root,take_root,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
147,148,{i1ota2a3,E.r.y,c+nt.c+nt.y,{i1ota2aY,{i1ota2,LEXICON,[STEM-PV],{iEotaraY,{iEotar,PV,afflict;befall,afflict;befall,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
148,149,{i1ota2a3,E.s.s,c+nt.c+nt.2,{i1ota2~,{i1ota2~,LEXICON,[STEM-PV],{iEotas~,{iEotas~,PV,make_nocturnal_rounds;patrol_by_night,patrol_by_night;make_nocturnal_rounds,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
149,150,{i1ota2a3,E.s.s,c+nt.c+nt.2,{i1ota2~,{i1ota2a3,LEXICON,[STEM-PV],{iEotas~,{iEotasas,PV,make_nocturnal_rounds;patrol_by_night,patrol_by_night;make_nocturnal_rounds,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
150,151,{i1ota2a3,E.S.b,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotaSab,{iEotaSab,PV,conspire;gang_up;go_on_strike,conspire;gang_up;go_on_strike,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
151,152,{i1ota2a3,E.s.f,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotasaf,{iEotasaf,PV,coerce;deviate;do_haphazardly,do_haphazardly;deviate;coerce,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
152,153,{i1ota2a3,E.S.m,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotaSam,{iEotaSam,PV,adhere_to;preserve;stand_by,adhere_to;stand_by;preserve,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
153,154,{i1ota2a3,E.S.r,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotaSar,{iEotaSar,PV,compress;press;squeeze,squeeze;press;compress,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
154,155,{i1ota2a3,E.S.y,c+nt.c+nt.y,{i1ota2aY,{i1ota2,LEXICON,[STEM-PV],{iEotaSaY,{iEotaS,PV,be_difficult,be_difficult,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay intrans,,,,
155,156,{i1ota2a3,E.T.b,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotaTab,{iEotaTab,PV,be_destroyed;perish,perish;be_destroyed,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
156,157,{i1ota2a3,E.T.f,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotaTaf,{iEotaTaf,PV,be_wrapped,be_wrapped,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
157,158,{i1ota2a3,E.w.r,c+nt.w.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotawar,{iEotawar,PV,assail;attack,assail;attack,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
158,159,{i1ota2a3,E.w.S,c+nt.w.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotawaS,{iEotawaS,PV,be_difficult;be_intractable,be_difficult;be_intractable,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
159,160,{i1ota2a3,E.z.z,c+nt.c+nt.2,{i1ota2~,{i1ota2~,LEXICON,[STEM-PV],{iEotaz~,{iEotaz~,PV,be_proud,be_proud,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem intrans,,,,
160,161,{i1ota2a3,E.z.z,c+nt.c+nt.2,{i1ota2~,{i1ota2a3,LEXICON,[STEM-PV],{iEotaz~,{iEotazaz,PV,be_proud,be_proud,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem intrans,,,,
161,162,{i1ota2a3,E.z.l,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotazal,{iEotazal,PV,be_dissociated;be_separate,be_separate;be_dissociated,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
162,163,{i1ota2a3,E.z.m,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{iEotazam,{iEotazam,PV,be_determined;be_resolute,be_determined;be_resolute,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
163,164,{i1ota2a3,E.z.y,c+nt.c+nt.y,{i1ota2aY,{i1ota2,LEXICON,[STEM-PV],{iEotazaY,{iEotaz,PV,trace_ancestry,trace_ancestry,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
164,165,{i1o2a3~,E.w.j,c+nt.w.c-nt,{i1o2a3~,{i1o2a3~,LEXICON,[STEM-PV],{iEowaj~,{iEowaj~,PV,be_bent;be_crooked,be_crooked;be_bent,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem intrans,,,,
165,166,{i1o2a3~,E.w.j,c+nt.w.c-nt,{i1o2a3~,{i1o2a3a3,LEXICON,[STEM-PV],{iEowaj~,{iEowajaj,PV,be_bent;be_crooked,be_crooked;be_bent,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem intrans,,,,
166,167,{i1ota2a3,f.w.t,c+nt.w.t,{i1ota>a3,{i1o3a>at,LEXICON,[STEM-PV],{ifota>at,{ifota>at,PV,be_obstinate;be_oppressive,be_obstinate;be_oppressive,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#t trans,,,,
167,168,{i1ota2a3,f.w.t,c+nt.w.t,{i1otaA3,{i1o3at,LEXICON,[STEM-PV],{ifotaAt,{ifotat,PV,infringe;invent;violate,invent;violate;infringe,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,#t trans,,,,
168,169,{i1ota2a3,f.w.t,c+nt.w.t,{i1otaA3,{i1o3aAt,LEXICON,[STEM-PV],{ifotaAt,{ifotaAt,PV,infringe;invent;violate,invent;violate;infringe,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,#t trans,,,,
169,170,{i1ota2a3,f.D.D,c+nt.c+nt.2,{i1ota2~,{i1ota2~,LEXICON,[STEM-PV],{ifotaD~,{ifotaD~,PV,deflower,deflower,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
170,171,{i1ota2a3,f.D.D,c+nt.c+nt.2,{i1ota2~,{i1ota2a3,LEXICON,[STEM-PV],{ifotaD~,{ifotaDaD,PV,deflower,deflower,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
171,172,{i1ota2a3,f.D.H,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotaDaH,{ifotaDaH,PV,be_exposed;come_to_light,come_to_light;be_exposed,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
172,173,{i1ota2a3,f.d.y,c+nt.c+nt.y,{i1ota2aY,{i1ota2,LEXICON,[STEM-PV],{ifotadaY,{ifotad,PV,ransom;redeem,redeem;ransom,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
173,174,{i1ota2a3,f.E.l,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotaEal,{ifotaEal,PV,concoct;incite;provoke,provoke;incite;concoct,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
174,175,{i1ota2a3,f.h.m,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotaham,{ifotaham,PV,comprehend,comprehend,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
175,176,{i1ota2a3,f.k.k,c+nt.c+nt.2,{i1ota2~,{i1ota2~,LEXICON,[STEM-PV],{ifotak~,{ifotak~,PV,dissolve;separate,dissolve;separate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
176,177,{i1ota2a3,f.k.k,c+nt.c+nt.2,{i1ota2~,{i1ota2a3,LEXICON,[STEM-PV],{ifotak~,{ifotakak,PV,dissolve;separate,dissolve;separate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
177,178,{i1ota2a3,f.k.r,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotakar,{ifotakar,PV,ponder;reflect,ponder;reflect,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
178,179,{i1ota2a3,f.n.n,c+nt.n.n,{i1ota2~,{i1ota2a3,LEXICON,[STEM-PV],{ifotan~,{ifotanan,PV,be_diversified;be_variegated,be_diversified;be_variegated,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,#n gem intrans,,,,
179,180,{i1ota2a3,f.n.n,c+nt.n.n,{i1ota2~,{i1ota2~,LEXICON,[STEM-PV],{ifotan~,{ifotan~,PV,be_diversified;be_variegated,be_diversified;be_variegated,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,#n gem intrans,,,,
180,181,{i1ota2a3,f.q.d,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotaqad,{ifotaqad,PV,feel_the_loss_of;miss,miss;feel_the_loss_of,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
181,182,{i1ota2a3,f.q.r,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotaqar,{ifotaqar,PV,be_in_need_of;lack,be_in_need_of;lack,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,intrans,,,,
182,183,{i1ota2a3,f.r.r,c+nt.c+nt.2,{i1ota2~,{i1ota2~,LEXICON,[STEM-PV],{ifotar~,{ifotar~,PV,gleam;reveal;shine,gleam;shine;reveal,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
183,184,{i1ota2a3,f.r.r,c+nt.c+nt.2,{i1ota2~,{i1ota2a3,LEXICON,[STEM-PV],{ifotar~,{ifotarar,PV,gleam;reveal;shine,gleam;shine;reveal,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
184,185,{i1ota2a3,f.r.$,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotara$,{ifotara$,PV,lie_down;spread_out,spread_out;lie_down,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
185,186,{i1ota2a3,f.r.D,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotaraD,{ifotaraD,PV,expect;presume;suppose,expect;suppose;presume,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
186,187,{i1ota2a3,f.r.E,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotaraE,{ifotaraE,PV,deflower,deflower,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
187,188,{i1ota2a3,f.r.q,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotaraq,{ifotaraq,PV,bifurcate;separate;split,separate;bifurcate;split,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
188,189,{i1ota2a3,f.r.s,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotaras,{ifotaras,PV,devour;ravish,ravish;devour,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
189,190,{i1ota2a3,f.r.y,c+nt.c+nt.y,{i1ota2aY,{i1ota2,LEXICON,[STEM-PV],{ifotaraY,{ifotar,PV,fabricate;lie;slander,lie;fabricate;slander,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#-ay trans,,,,
190,191,{i1ota2a3,f.S.S,c+nt.c+nt.2,{i1ota2~,{i1ota2~,LEXICON,[STEM-PV],{ifotaS~,{ifotaS~,PV,dismember;peel_off;separate,peel_off;dismember;separate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,v-suff,gem trans,,,,
191,192,{i1ota2a3,f.S.S,c+nt.c+nt.2,{i1ota2~,{i1ota2a3,LEXICON,[STEM-PV],{ifotaS~,{ifotaSaS,PV,dismember;peel_off;separate,peel_off;dismember;separate,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,c-suff,gem trans,,,,
192,193,{i1ota2a3,f.t.H,c+nt.c+nt.c-nt,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotataH,{ifotataH,PV,inaugurate;open,inaugurate;open,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,trans,,,,
193,194,{i1ota2a3,f.t.n,c+nt.c+nt.n,{i1ota2a3,{i1ota2a3,LEXICON,[STEM-PV],{ifotatan,{ifotatan,PV,charm;entice,entice;charm,pos:verb per:3 asp:p vox:a mod:i gen:m num:s,,#n trans,,,,
