,LINE,STATUS,COUNT,SIGNATURE,LEMMA,DIAC_AR,DIAC,FREQ,QC,Comments,PATTERN,STEM,BW,GLOSS,COND-S,COND-T,PREF-CAT,STEM-CAT,SUFF-CAT,FEATS,DEBUG,COLOR
30,31,OK-ONE,1,VERB.I2D.AI.E0,taDam~an_1,تَتَضَمَّنانِهِ,tataDam~anAnihi,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),t/IV2D+a/STEM+taDam~an/IV+Ani/IVSUFF_SUBJ:2D_MOOD:I+hu/XVSUFF_DO:3MS,guarantee;comprise;include,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),P:[I2D.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:a-#+#n+trans]_[CT:a-#]_[CF:>-#],S:[I2D.I]_[CS:v-suff+A-suff+#^i+enc0+enc0#^i]_[CT:trans+#^i||#^iy]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-a>],pos:verb asp:i vox:a per:2 gen:u num:d mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,0
31,32,OK-ONE,1,VERB.I2MP.AI.E0,taDam~an_1,تَتَضَمَّنُونَهُ,tataDam~anuwnahu,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),t/IV2MP+a/STEM+taDam~an/IV+uwna/IVSUFF_SUBJ:2MP_MOOD:I+hu/XVSUFF_DO:3MS,guarantee;comprise;include,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:a-#+#n+trans]_[CT:a-#]_[CF:>-#],S:[I2MP.I]_[CS:v-suff+w-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:2 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
32,33,OK-ONE,1,VERB.I2FP.AI.E0,taDam~an_1,تَتَضَمَّنَّهُ,tataDam~an~ahu,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),t/IV2FP+a/STEM+taDam~an/IV+~a/IVSUFF_SUBJ:2FP_MOOD:I+hu/XVSUFF_DO:3MS,guarantee;comprise;include,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),P:[I2FP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:a-#+#n+trans]_[CT:a-#]_[CF:>-#],S:[I2FP.I]_[CS:c-suff+enc0]_[CT:#n+trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#^i||#^iy],pos:verb asp:i vox:a per:2 gen:f num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,0
33,34,OK-ONE,1,VERB.I3MS.AI.E0,taDam~an_1,يَتَضَمَّنُهُ,yataDam~anuhu,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),y/IV3MS+a/STEM+taDam~an/IV+u/IVSUFF_SUBJ:3MS_MOOD:I+hu/XVSUFF_DO:3MS,guarantee;comprise;include,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),P:[I3MS.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+#n+trans]_[CT:a-#]_[CF:>-#],S:[I3MS.I]_[CS:v-suff+u-suff+z-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
34,35,OK-ONE,1,VERB.I3FS.AI.E0,taDam~an_1,تَتَضَمَّنُهُ,tataDam~anuhu,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),t/IV3FS+a/STEM+taDam~an/IV+u/IVSUFF_SUBJ:3FS_MOOD:I+hu/XVSUFF_DO:3MS,guarantee;comprise;include,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),P:[I3FS.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+#n+trans]_[CT:a-#]_[CF:>-#],S:[I3FS.I]_[CS:v-suff+u-suff+z-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:f num:s mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,0
35,36,OK-ONE,1,VERB.I3MD.AI.E0,taDam~an_1,يَتَضَمَّنانِهِ,yataDam~anAnihi,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),y/IV3MD+a/STEM+taDam~an/IV+Ani/IVSUFF_SUBJ:3MD_MOOD:I+hu/XVSUFF_DO:3MS,guarantee;comprise;include,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),P:[I3MD.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+#n+trans]_[CT:a-#]_[CF:>-#],S:[I3MD.I]_[CS:v-suff+A-suff+#^i+enc0+enc0#^i]_[CT:trans+#^i||#^iy]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-a>],pos:verb asp:i vox:a per:3 gen:m num:d mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
36,37,OK-ONE,1,VERB.I3FD.AI.E0,taDam~an_1,تَتَضَمَّنانِهِ,tataDam~anAnihi,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),t/IV3FD+a/STEM+taDam~an/IV+Ani/IVSUFF_SUBJ:3FD_MOOD:I+hu/XVSUFF_DO:3MS,guarantee;comprise;include,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),P:[I3FD.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+#n+trans]_[CT:a-#]_[CF:>-#],S:[I3FD.I]_[CS:v-suff+A-suff+#^i+enc0+enc0#^i]_[CT:trans+#^i||#^iy]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-a>],pos:verb asp:i vox:a per:3 gen:f num:d mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,0
37,38,OK-ONE,1,VERB.I3MP.AI.E0,taDam~an_1,يَتَضَمَّنُونَهُ,yataDam~anuwnahu,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),y/IV3MP+a/STEM+taDam~an/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I+hu/XVSUFF_DO:3MS,guarantee;comprise;include,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+#n+trans]_[CT:a-#]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff+enc0]_[CT:trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,1
38,39,OK-ONE,1,VERB.I3FP.AI.E0,taDam~an_1,يَتَضَمَّنَّهُ,yataDam~an~ahu,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),y/IV3FP+a/STEM+taDam~an/IV+~a/IVSUFF_SUBJ:3FP_MOOD:I+hu/XVSUFF_DO:3MS,guarantee;comprise;include,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),P:[I3FP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+#n+trans]_[CT:a-#]_[CF:>-#],S:[I3FP.I]_[CS:c-suff+enc0]_[CT:#n+trans]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#^i||#^iy],pos:verb asp:i vox:a per:3 gen:f num:p mod:i enc0:3ms_dobj prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0 FSE0,0
39,40,OK-ZERO-E0-INTRANS,0,VERB.I1S.PI.E0,taDam~an_1,,,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),,,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
40,41,OK-ZERO-E0-INTRANS,0,VERB.I1P.PI.E0,taDam~an_1,,,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),,,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
41,42,OK-ZERO-E0-INTRANS,0,VERB.I2MS.PI.E0,taDam~an_1,,,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),,,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
42,43,OK-ZERO-E0-INTRANS,0,VERB.I2FS.PI.E0,taDam~an_1,,,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),,,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
43,44,OK-ZERO-E0-INTRANS,0,VERB.I2D.PI.E0,taDam~an_1,,,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),,,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
44,45,OK-ZERO-E0-INTRANS,0,VERB.I2MP.PI.E0,taDam~an_1,,,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),,,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
45,46,OK-ZERO-E0-INTRANS,0,VERB.I2FP.PI.E0,taDam~an_1,,,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),,,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
46,47,OK-ZERO-E0-INTRANS,0,VERB.I3MS.PI.E0,taDam~an_1,,,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),,,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
47,48,OK-ZERO-E0-INTRANS,0,VERB.I3FS.PI.E0,taDam~an_1,,,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),,,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
48,49,OK-ZERO-E0-INTRANS,0,VERB.I3MD.PI.E0,taDam~an_1,,,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),,,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
49,50,OK-ZERO-E0-INTRANS,0,VERB.I3FD.PI.E0,taDam~an_1,,,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),,,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
50,51,OK-ZERO-E0-INTRANS,0,VERB.I3MP.PI.E0,taDam~an_1,,,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),,,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,0
51,52,OK-ZERO-E0-INTRANS,0,VERB.I3FP.PI.E0,taDam~an_1,,,139,OK,,ta1a2~a3,[taDam~an](0)[taDam~an](1),,,[a-# #n trans](0)[u-# #n intrans](1),[-](0)(1),,,,,PP0 PS0 XVox0 FSE0,1
52,53,OK-ONE,1,VERB.I1S.AI,tam~-i_1,أَتِمُّ,>atim~u,136,OK,,1a2~,[tim~](0)[tomim](1)[tam~](2)[tomam](3),>/IV1S+a/STEM+tim~/IV+u/IVSUFF_SUBJ:1S_MOOD:I,conclude;take_place,[a-# gem intrans](0)(1)[u-# gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I1S.I]_[CS:h-pref]_[CT:a-#]_[CF:>-#],X:[I]_[CS:a-#+gem+intrans]_[CT:a-#+v-suff]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:a per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
53,54,OK-ONE,1,VERB.I1P.AI,tam~-i_1,نَتِمُّ,natim~u,136,OK,,1a2~,[tim~](0)[tomim](1)[tam~](2)[tomam](3),n/IV1P+a/STEM+tim~/IV+u/IVSUFF_SUBJ:1P_MOOD:I,conclude;take_place,[a-# gem intrans](0)(1)[u-# gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I1P.I]_[CS:-]_[CT:-]_[CF:enc0:1*],X:[I]_[CS:a-#+gem+intrans]_[CT:a-#+v-suff]_[CF:>-#],S:[I1P.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:a per:1 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
54,55,OK-ONE,1,VERB.I2MS.AI,tam~-i_1,تَتِمُّ,tatim~u,136,OK,,1a2~,[tim~](0)[tomim](1)[tam~](2)[tomam](3),t/IV2MS+a/STEM+tim~/IV+u/IVSUFF_SUBJ:2MS_MOOD:I,conclude;take_place,[a-# gem intrans](0)(1)[u-# gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I2MS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:a-#+gem+intrans]_[CT:a-#+v-suff]_[CF:>-#],S:[I2MS.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:a per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
55,56,OK-ONE,1,VERB.I2FS.AI,tam~-i_1,تَتِمِّينَ,tatim~iyna,136,OK,,1a2~,[tim~](0)[tomim](1)[tam~](2)[tomam](3),t/IV2FS+a/STEM+tim~/IV+iyna/IVSUFF_SUBJ:2FS_MOOD:I,conclude;take_place,[a-# gem intrans](0)(1)[u-# gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I2FS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:a-#+gem+intrans]_[CT:a-#+v-suff]_[CF:>-#],S:[I2FS.I]_[CS:v-suff+y-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:a per:2 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
56,57,OK-ONE,1,VERB.I2D.AI,tam~-i_1,تَتِمّانِ,tatim~Ani,136,OK,,1a2~,[tim~](0)[tomim](1)[tam~](2)[tomam](3),t/IV2D+a/STEM+tim~/IV+Ani/IVSUFF_SUBJ:2D_MOOD:I,conclude;take_place,[a-# gem intrans](0)(1)[u-# gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I2D.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:a-#+gem+intrans]_[CT:a-#+v-suff]_[CF:>-#],S:[I2D.I]_[CS:v-suff+A-suff+#^i]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-a>],pos:verb asp:i vox:a per:2 gen:u num:d mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
57,58,OK-ONE,1,VERB.I2MP.AI,tam~-i_1,تَتِمُّونَ,tatim~uwna,136,OK,,1a2~,[tim~](0)[tomim](1)[tam~](2)[tomam](3),t/IV2MP+a/STEM+tim~/IV+uwna/IVSUFF_SUBJ:2MP_MOOD:I,conclude;take_place,[a-# gem intrans](0)(1)[u-# gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I2MP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:a-#+gem+intrans]_[CT:a-#+v-suff]_[CF:>-#],S:[I2MP.I]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:a per:2 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
58,59,OK-ONE,1,VERB.I2FP.AI,tam~-i_1,تَتْمِمنَ,tatomimna,136,OK,,1a2~,[tim~](0)[tomim](1)[tam~](2)[tomam](3),t/IV2FP+a/STEM+tomim/IV+na/IVSUFF_SUBJ:2FP_MOOD:I,conclude;take_place,[a-# gem intrans](0)(1)[u-# gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I2FP.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:a-#+gem+intrans]_[CT:a-#+c-suff]_[CF:>-#],S:[I2FP.I]_[CS:c-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#n],pos:verb asp:i vox:a per:2 gen:f num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
59,60,OK-ONE,1,VERB.I3MS.AI,tam~-i_1,يَتِمُّ,yatim~u,136,OK,,1a2~,[tim~](0)[tomim](1)[tam~](2)[tomam](3),y/IV3MS+a/STEM+tim~/IV+u/IVSUFF_SUBJ:3MS_MOOD:I,conclude;take_place,[a-# gem intrans](0)(1)[u-# gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I3MS.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+gem+intrans]_[CT:a-#+v-suff]_[CF:>-#],S:[I3MS.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:a per:3 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
60,61,OK-ONE,1,VERB.I3FS.AI,tam~-i_1,تَتِمُّ,tatim~u,136,OK,,1a2~,[tim~](0)[tomim](1)[tam~](2)[tomam](3),t/IV3FS+a/STEM+tim~/IV+u/IVSUFF_SUBJ:3FS_MOOD:I,conclude;take_place,[a-# gem intrans](0)(1)[u-# gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I3FS.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+gem+intrans]_[CT:a-#+v-suff]_[CF:>-#],S:[I3FS.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:a per:3 gen:f num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
61,62,OK-ONE,1,VERB.I3MD.AI,tam~-i_1,يَتِمّانِ,yatim~Ani,136,OK,,1a2~,[tim~](0)[tomim](1)[tam~](2)[tomam](3),y/IV3MD+a/STEM+tim~/IV+Ani/IVSUFF_SUBJ:3MD_MOOD:I,conclude;take_place,[a-# gem intrans](0)(1)[u-# gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I3MD.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+gem+intrans]_[CT:a-#+v-suff]_[CF:>-#],S:[I3MD.I]_[CS:v-suff+A-suff+#^i]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-a>],pos:verb asp:i vox:a per:3 gen:m num:d mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
62,63,OK-ONE,1,VERB.I3FD.AI,tam~-i_1,تَتِمّانِ,tatim~Ani,136,OK,,1a2~,[tim~](0)[tomim](1)[tam~](2)[tomam](3),t/IV3FD+a/STEM+tim~/IV+Ani/IVSUFF_SUBJ:3FD_MOOD:I,conclude;take_place,[a-# gem intrans](0)(1)[u-# gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I3FD.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+gem+intrans]_[CT:a-#+v-suff]_[CF:>-#],S:[I3FD.I]_[CS:v-suff+A-suff+#^i]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-a>],pos:verb asp:i vox:a per:3 gen:f num:d mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
63,64,OK-ONE,1,VERB.I3MP.AI,tam~-i_1,يَتِمُّونَ,yatim~uwna,136,OK,,1a2~,[tim~](0)[tomim](1)[tam~](2)[tomam](3),y/IV3MP+a/STEM+tim~/IV+uwna/IVSUFF_SUBJ:3MP_MOOD:I,conclude;take_place,[a-# gem intrans](0)(1)[u-# gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I3MP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+gem+intrans]_[CT:a-#+v-suff]_[CF:>-#],S:[I3MP.I]_[CS:v-suff+w-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-aY||#-aA],pos:verb asp:i vox:a per:3 gen:m num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
64,65,OK-ONE,1,VERB.I3FP.AI,tam~-i_1,يَتْمِمنَ,yatomimna,136,OK,,1a2~,[tim~](0)[tomim](1)[tam~](2)[tomam](3),y/IV3FP+a/STEM+tomim/IV+na/IVSUFF_SUBJ:3FP_MOOD:I,conclude;take_place,[a-# gem intrans](0)(1)[u-# gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I3FP.I]_[CS:-]_[CT:-]_[CF:-],X:[I]_[CS:a-#+gem+intrans]_[CT:a-#+c-suff]_[CF:>-#],S:[I3FP.I]_[CS:c-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#n],pos:verb asp:i vox:a per:3 gen:f num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
65,66,OK-ONE,1,VERB.I1S.PI,tam~-i_1,أُتَمُّ,>utam~u,136,OK,,1a2~,[tim~](0)[tomim](1)[tam~](2)[tomam](3),>/IV1S+u/STEM+tam~/IV_PASS+u/IVSUFF_SUBJ:1S_MOOD:I,conclude;take_place,[a-# gem intrans](0)(1)[u-# gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I1S.I]_[CS:h-pref]_[CT:-]_[CF:a-#],X:[I]_[CS:u-#+gem+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I1S.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
66,67,OK-ONE,1,VERB.I1P.PI,tam~-i_1,نُتَمُّ,nutam~u,136,OK,,1a2~,[tim~](0)[tomim](1)[tam~](2)[tomam](3),n/IV1P+u/STEM+tam~/IV_PASS+u/IVSUFF_SUBJ:1P_MOOD:I,conclude;take_place,[a-# gem intrans](0)(1)[u-# gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I1P.I]_[CS:-]_[CT:-]_[CF:enc0:1*],X:[I]_[CS:u-#+gem+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I1P.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:1 gen:u num:p mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,0
67,68,OK-ONE,1,VERB.I2MS.PI,tam~-i_1,تُتَمُّ,tutam~u,136,OK,,1a2~,[tim~](0)[tomim](1)[tam~](2)[tomam](3),t/IV2MS+u/STEM+tam~/IV_PASS+u/IVSUFF_SUBJ:2MS_MOOD:I,conclude;take_place,[a-# gem intrans](0)(1)[u-# gem intrans](2)(3),[v-suff](0)(2)[c-suff](1)(3),P:[I2MS.I]_[CS:-]_[CT:-]_[CF:enc0:2*],X:[I]_[CS:u-#+gem+intrans]_[CT:u-#+v-suff]_[CF:>-#],S:[I2MS.I]_[CS:v-suff+u-suff+z-suff]_[CT:-]_[CF:#-A'+#-a>+#-uw+#-}iy+#-aA+#->ay+#-aY+#-uw'+#-u&+#-iy'+#-iy+#-iy+#-aY||#-uw||#-aA],pos:verb asp:i vox:p per:2 gen:m num:s mod:i enc0:0 prc0:0 prc1:0 prc2:0 prc3:0,OK XVox0 M0 PP0 PS0,1
